INDEX	name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	___comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	___quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	n_idx	typeindex	type2index	enName	minac	maxac	calc1	calc2	calc3	typeindex__STR	type2index__STR	
9ls	Rune Sword	swor	1wep	9ls	lsd	9ls	0		4	1	0	xxx			10	42			0	0	0	0	1	-10	100	25	103	79	250		44	1	25	4860	238340		312	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	inv9lsu	inv9lsu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		124	30	113	Rune Sword [X]	0	0	-1	-1	-1	30	113	
9wd	Ancient Sword	swor	1wep	9wd	flc	9wd	0		4	1	0	xxx			18	43			0	0	0	0	1		100	25	127	88	250		49	1	25	6291	335259		312	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		125	30	113	Ancient Sword [X]	0	0	-1	-1	-1	30	113	
92h	Espandon	swor	slam	92h	clm	92h	0		4	1	0	xxx			8	26	1	1	18	40	0	0	2		125	50	73	61	250		37	1	25	2232	103584		312	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		126	30	112	Espandon [X]	0	0	-1	-1	-1	30	112	
9cm	Dacian Falx	swor	slam	9cm	clm	9cm	0		4	1	0	xxx			13	30	1	1	26	61	0	0	2	10	150		91	20	250		42	1	25	4086	195112		312	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		127	30	112	Dacian Falx [X]	0	0	-1	-1	-1	30	112	
9gs	Tusk Sword	swor	slam	9gs	gsd	9gs	0		4	1	0	xxx			10	37	1	1	19	58	0	0	2		125	50	104	71	250		45	1	25	4677	235465		312	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		128	30	112	Tusk Sword [X]	0	0	-1	-1	-1	30	112	
9b9	Gothic Sword	swor	slam	9b9	clm	9b9	0		4	1	0	xxx			14	40	1	1	39	60	0	0	1	10	150		113	20	250		48	1	25	6213	324724		312	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		129	30	112	Gothic Sword [X]	0	0	-1	-1	-1	30	112	
9fb	Zweihander	swor	slam	9fb	clm	9fb	0		4	1	0	xxx			19	35	1	1	29	54	0	0	2	-10	125	50	125	94	250		49	1	25	7500	394500		312	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		130	30	112	Zweihander [X]	0	0	-1	-1	-1	30	112	
9gd	Executioner Sword	swor	slam	9gd	gsd	9gd	0		4	1	0	xxx			24	40	1	1	47	80	0	0	2	10	125	50	170	110	250		54	1	25	10653	604762		312	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		131	30	112	Executioner Sword [X]	0	0	-1	-1	-1	30	112	
9dg	Poignard	knif	1wep	9dg	dgr	9dg	0		2	1	0	xxx			6	18			0	0	0	0		-20	75	75	25	0	250		31	1	19	480	32880		312	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		132	32	113	Poignard [X]	0	0	-1	-1	-1	32	113	
9di	Rondel	knif	1wep	9di	dir	9di	0		2	1	0	xxx			10	26			0	0	0	0			75	75	25	58	250		36	1	24	1896	88756		312	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		133	32	113	Rondel [X]	0	0	-1	-1	-1	32	113	
9kr	Cinquedeas	knif	1wep	9kr	dir	9kr	0		2	1	0	xxx			15	31			0	0	0	0		-20	75	75	25	88	250		42	1	25	3981	190702		312	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		134	32	113	Cinquedeas [X]	0	0	-1	-1	-1	32	113	
9bl	Stilleto	knif	1wep	9bl	dgr	9bl	0		3	1	0	xxx			19	36			0	0	0	0		-10	75	75	47	97	250		46	1	25	5592	282732		312	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld	inv9blu	inv9blu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		135	32	113	Stiletto [X]	0	0	-1	-1	-1	32	113	
9tk	Battle Dart	tkni	1wep	9tk	dgr	9tk	0		2	1	0	xxx			8	16			0	0	11	24			75	75	25	52	250		31	1	19	80	20480		317	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	350	125	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		136	42	113	Battle Dart [X]	0	0	-1	-1	-1	42	113	
9ta	Francisca	taxe	1wep	9ta	hax	9ta	0		2	1	0	xxx			11	22			0	0	18	33		10	75	75	25	80	250		34	1	22	90	22560		317	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	350	125	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		137	43	113	Francisca [X]	0	0	-1	-1	-1	43	113	
9bk	War Dart	tkni	1wep	9bk	dgr	9bk	0		2	1	0	xxx			6	24			0	0	14	27		-20	75	75	25	97	250		39	1	25	100	25900		317	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	350	125	flpbkf	invbkf					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		138	42	113	War Dart [X]	0	0	-1	-1	-1	42	113	
9b8	Hurlbat	taxe	1wep	9b8	hax	9b8	0		2	1	0	xxx			13	27			0	0	24	34		-10	75	75	25	106	250		41	1	25	110	27510		317	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	350	125	flpbal	invbal					0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0	0		35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		139	43	113	Hurlbat [X]	0	0	-1	-1	-1	43	113	
9ja	War Javelin	jave	1wep	9ja	jav	9ja	0		4	1	0	xxx			6	19			0	0	14	32	2	-10	75	75	25	25	250		30	1	18	120	21100		317	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	350	125	flpjav	invjav					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		140	44	113	War Javelin [X]	0	0	-1	-1	-1	44	113	
9pi	Great Pilum	jave	1wep	9pi	pil	9pi	0		4	1	0	xxx			11	26			0	0	16	42	2		75	75	25	88	250		37	1	25	125	25625		317	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	350	125	flppil	invpil					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		141	44	113	Great Pilum [X]	0	0	-1	-1	-1	44	113	
9s9	Simbilan	jave	1wep	9s9	jav	9s9	0		4	1	0	xxx			8	32			0	0	27	50	2	10	75	75	80	80	250		40	1	25	135	27900		317	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	350	125	flpssp	invssp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		142	44	113	Simbilan [X]	0	0	-1	-1	-1	44	113	
9gl	Spiculum	jave	1wep	9gl	glv	9gl	0		4	1	0	xxx			13	38			0	0	32	60	2	20	75	75	98	73	250		46	1	25	145	32170		317	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	350	125	flpglv	invglv					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		143	44	113	Spiculum [X]	0	0	-1	-1	-1	44	113	
9ts	Harpoon	jave	1wep	9ts	pil	9ts	0		4	1	0	xxx			13	35			0	0	18	54	2	-10	75	75	25	118	250		51	1	25	150	35650		317	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	350	125	flptsp	invtsp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		144	44	113	Harpoon [X]	0	0	-1	-1	-1	44	113	
9sr	War Spear	spea		9sr	spr	9sr	0		4	1	0	xxx			0	0		1	10	37	0	0	3	-10	100	75	25	25	250		33	1	21	1200	58600		312	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		145	33	0	War Spear [X]	0	0	-1	-1	-1	33	0	
9tr	Fuscina	spea		9tr	tri	9tr	0		4	1	0	xxx			0	0		1	19	37	0	0	3		100	75	77	25	250		36	1	24	2349	105064		312	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		146	33	0	Fuscina [X]	0	0	-1	-1	-1	33	0	
9br	War Fork	spea		9br	brn	9br	0		4	1	0	xxx			0	0		1	16	40	0	0	4	-20	100	75	80	95	250		41	1	25	3786	178226		312	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	5	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		147	33	0	War Fork [X]	0	0	-1	-1	-1	33	0	
9st	Yari	spea		9st	tri	9st	0		4	1	0	xxx			0	0		1	29	59	0	0	4		100	75	101	0	250		44	1	25	5316	258404		312	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		148	33	0	Yari [X]	0	0	-1	-1	-1	33	0	
9p9	Lance	spea		9p9	pik	9p9	0		4	1	0	xxx			0	0		1	27	114	0	0	4	20	100	75	110	88	250		47	1	25	6369	325343		312	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		149	33	0	Lance [X]	0	0	-1	-1	-1	33	0	
9b7	Lochaber Axe	pole	slam	9b7	hal	9b7	0		4	1	0	xxx			0	0		1	6	58	0	0	2	10	150		80	0	250		33	1	21	1206	58798		312	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		150	34	112	Lochaber Axe [X]	0	0	-1	-1	-1	34	112	
9vo	Bill	pole	slam	9vo	hal	9vo	0		4	1	0	xxx			0	0		1	14	53	0	0	2		150		95	0	250		37	1	25	2133	99921		312	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		151	34	112	Bill [X]	0	0	-1	-1	-1	34	112	
9s8	Battle Scythe	pole	slam	9s8	scy	9s8	0		4	1	0	xxx			0	0		1	18	45	0	0	1	-10	150		82	82	250		40	1	25	2844	136260		312	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	inv9s8u	inv9s8u	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		152	34	112	Battle Scythe [X]	0	0	-1	-1	-1	34	112	
9pa	Partizan	pole	slam	9pa	hal	9pa	0		4	1	0	xxx			0	0		1	34	75	0	0	3	10	150		113	67	250		35	1	23	5403	209105		312	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		153	34	112	Partizan [X]	0	0	-1	-1	-1	34	112	
9h9	Bec-de-Corbin	pole	slam	9h9	pax	9h9	0		4	1	0	xxx			0	0		1	13	85	0	0	4		150		133	91	250		51	1	25	8418	457318		312	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		154	34	112	Bec-de-Corbin [X]	0	0	-1	-1	-1	34	112	
9wc	Grim Scythe	pole	slam	9wc	scy	9wc	0		3	1	0	xxx			0	0		1	30	70	0	0	4	-10	125	50	140	140	250		55	1	25	10464	605520		312	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		155	34	112	Grim Scythe [X]	0	0	-1	-1	-1	34	112	
8ss	Jo Staff	staf	slam	8ss	bst	8ss	0		2	1	0	xxx			0	0		1	6	21	0	0	1	-10	150		25	0	250		30	1	18	804	41620	1	312	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		156	26	112	Jo Staff [X]	0	0	-1	-1	-1	26	112	
8ls	Quarterstaff	staf	slam	8ls	sst	8ls	0		2	1	0	xxx			0	0		1	8	26	0	0	1		150		25	0	250		35	1	23	1689	79115	1	312	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		157	26	112	Quarterstaff [X]	0	0	-1	-1	-1	26	112	
8cs	Cedar Staff	staf	slam	8cs	cst	8cs	0		2	1	0	xxx			0	0		1	11	32	0	0	1	10	150		25	0	250		38	1	25	2598	120224	1	312	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		158	26	112	Cedar Staff [X]	0	0	-1	-1	-1	26	112	
8bs	Gothic Staff	staf	slam	8bs	sst	8bs	0		2	1	0	xxx			0	0		1	14	34	0	0	1		150		25	0	250		42	1	25	3969	190198	1	312	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		159	26	112	Gothic Staff [X]	0	0	-1	-1	-1	26	112	
8ws	Rune Staff	staf	slam	8ws	lst	8ws	0		2	1	0	xxx			0	0		1	24	58	0	0	1	20	150		25	0	250		47	1	25	6255	319985	1	312	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		160	26	112	Rune Staff [X]	0	0	-1	-1	-1	26	112	
8sb	Edge Bow	bow		8sb	sbw	8sb	0		2	1	0	xxx			0	0		1	6	19	0	0		5		100	25	43	250	1	30	1	18	600	35500		312	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		161	27	0	Edge Bow [X]	0	0	-1	-1	-1	27	0	
8hb	Razor Bow	bow		8hb	sbw	8hb	0		2	1	0	xxx			0	0		1	8	22	0	0		-10		100	25	62	250	1	33	1	21	1350	63550		312	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		162	27	0	Razor Bow [X]	0	0	-1	-1	-1	27	0	
8lb	Cedar Bow	bow		8lb	lbw	8lb	0		2	1	0	xxx			0	0		1	10	29	0	0				100	53	49	250	1	35	1	23	1770	81950		312	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		163	27	0	Cedar Bow [X]	0	0	-1	-1	-1	27	0	
8cb	Double Bow	bow		8cb	lbw	8cb	0		2	1	0	xxx			0	0		1	11	26	0	0		-10		100	58	73	250	1	39	1	25	2481	118759		312	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		164	27	0	Double Bow [X]	0	0	-1	-1	-1	27	0	
8s8	Short Siege Bow	bow		8s8	sbb	8s8	0		2	1	0	xxx			0	0		1	13	30	0	0				100	65	80	250	1	43	1	25	3435	171705		312	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		165	27	0	Short Siege Bow [X]	0	0	-1	-1	-1	27	0	
8l8	Long Siege Bow	bow		8l8	lbb	8l8	0		2	1	0	xxx			0	0		1	10	42	0	0		10		100	80	95	250	1	46	1	25	4935	252510		312	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		166	27	0	Large Siege Bow [X]	0	0	-1	-1	-1	27	0	
8sw	Rune Bow	bow		8sw	sbb	8sw	0		2	1	0	xxx			0	0		1	14	35	0	0				100	73	103	250	1	49	1	25	7800	409200		312	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		167	27	0	Rune Bow [X]	0	0	-1	-1	-1	27	0	
8lw	Gothic Bow	bow		8lw	lbb	8lw	0		2	1	0	xxx			0	0		1	10	50	0	0		10		100	95	118	250	1	52	1	25	11025	601800		312	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		168	27	0	Gothic Bow [X]	0	0	-1	-1	-1	27	0	
8lx	Arbalest	xbow		8lx	lxb	8lx	0		2	1	0	xxx			0	0		1	14	27	0	0		-10		100	52	61	250	1	34	1	22	2709	111606		312	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		169	35	0	Arbalest [X]	0	0	-1	-1	-1	35	0	
8mx	Siege Crossbow	xbow		8mx	lxb	8mx	0		2	1	0	xxx			0	0		1	20	42	0	0				100	80	70	250	1	40	1	25	7335	315900		312	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		170	35	0	Siege Crossbow [X]	0	0	-1	-1	-1	35	0	
8hx	Ballista	xbow		8hx	hxb	8hx	0		2	1	0	xxx			0	0		1	33	55	0	0		10		100	110	80	250	1	47	1	25	12588	617636		312	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		171	35	0	Ballista [X]	0	0	-1	-1	-1	35	0	
