INDEX	code	___Enabled	___Tooltip	func1	stat1	set1	val1	func2	stat2	set2	val2	func3	stat3	set3	val3	func4	stat4	set4	val4	func5	stat5	set5	val5	func6	stat6	set6	val6	func7	stat7	set7	val7	___Parameter	___Min	___Max	___Notes	___eol	stat1__STR	stat2__STR	stat3__STR	stat4__STR	stat5__STR	stat6__STR	stat7__STR	
138	ac%/lvl	1	+#% Enhanced Defense (Based on Character Level)	17	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_armorpercent_perlevel							
139	hp/lvl	1	+# to Life (Based on Character Level)	17	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_hp_perlevel							
140	mana/lvl	1	+# to Mana (Based on Character Level)	17	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_mana_perlevel							
141	dmg/lvl	1	+# to Maximum Damage (Based on Character Level)	17	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_maxdamage_perlevel							
142	dmg%/lvl	1	+#% Enhanced Maximum Damage (Based on Character Level)	17	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_maxdamage_percent_perlevel							
143	str/lvl	1	+# to Strength (Based on Character Level)	17	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_strength_perlevel							
144	dex/lvl	1	+# to Dexterity (Based on Character Level)	17	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_dexterity_perlevel							
145	enr/lvl	1	+# to Energy (Based on Character Level)	17	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_energy_perlevel							
146	vit/lvl	1	+# to Vitality (Based on Character Level)	17	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_vitality_perlevel							
147	att/lvl	1	+# to Attack Rating (Based on Character Level)	17	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/2 per Level				0	item_tohit_perlevel							
148	att%/lvl	1	#% Bonus to Attack Rating (Based on Character Level)	17	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/2 per Level				0	item_tohitpercent_perlevel							
149	dmg-cold/lvl	1	+# to Maximum Cold Damage (Based on Character Level)	17	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_cold_damagemax_perlevel							
150	dmg-fire/lvl	1	+# to Maximum Fire Damage (Based on Character Level)	17	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_fire_damagemax_perlevel							
151	dmg-ltng/lvl	1	+# to Maximum Lightning Damage (Based on Character Level)	17	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_ltng_damagemax_perlevel							
152	dmg-pois/lvl	1	+# to Maximum Poison Damage (Based on Character Level)	17	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_pois_damagemax_perlevel							
153	res-cold/lvl	1	Cold Resist +#% (Based on Character Level)	17	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_resist_cold_perlevel							
154	res-fire/lvl	1	Fire Resist +#% (Based on Character Level)	17	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_resist_fire_perlevel							
155	res-ltng/lvl	1	Lightning Resist +#% (Based on Character Level)	17	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_resist_ltng_perlevel							
156	res-pois/lvl	1	Poison Resist +#% (Based on Character Level)	17	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_resist_pois_perlevel							
157	abs-cold/lvl	1	Absorbs Cold Damage (Based on Character Level)	17	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_absorb_cold_perlevel							
158	abs-fire/lvl	1	Absorbs Fire Damage (Based on Character Level)	17	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_absorb_fire_perlevel							
159	abs-ltng/lvl	1	Absorbs Lightning Damage (Based on Character Level)	17	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_absorb_ltng_perlevel							
160	abs-pois/lvl	1	Absorbs Poison Damage (Based on Character Level)	17	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_absorb_pois_perlevel							
161	thorns/lvl	1	Attacker Takes Damage of # (Based on Character Level)	17	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_thorns_perlevel							
162	gold%/lvl	1	#% Extra Gold from Monsters (Based on Character Level)	17	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_find_gold_perlevel							
163	mag%/lvl	1	#% Better Chance of Getting Magic Items (Based on Character Level)	17	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_find_magic_perlevel							
164	regen-stam/lvl	1	Heal Stamina Plus #% (Based on Character Level)	17	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_regenstamina_perlevel							
165	stam/lvl	1	+# Maximum Stamina (Based on Character Level)	17	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_stamina_perlevel							
166	dmg-dem/lvl	1	+#% Damage to Demons (Based on Character Level)	17	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_damage_demon_perlevel							
167	dmg-und/lvl	1	+#% Damage to Undead (Based on Character Level)	17	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_damage_undead_perlevel							
168	att-dem/lvl	1	+# to Attack Rating against Demons (Based on Character Level)	17	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/2 per Level				0	item_tohit_demon_perlevel							
169	att-und/lvl	1	+# to Attack Rating against Undead (Based on Character Level)	17	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/2 per Level				0	item_tohit_undead_perlevel							
170	crush/lvl	1	#% Chance of Crushing Blow (Based on Character Level)	17	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_crushingblow_perlevel							
171	wounds/lvl	1	#% Chance of Open Wounds (Based on Character Level)	17	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_openwounds_perlevel							
172	kick/lvl	1	+# Kick Damage (Based on Character Level)	17	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level			Currently Not Used	0	item_kick_damage_perlevel							
173	deadly/lvl	1	#% Deadly Strike (Based on Character Level)	17	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#/8 per Level				0	item_deadlystrike_perlevel							
174	rep-dur	1	Repairs 1 durability in # seconds	17	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Repair Speed			Repair 1 Durability every 100/[Repair Speed] seconds	0	item_replenish_durability							
175	rep-quant	1	Replenishes quantity	17	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Repair Speed			Replenish 1 Quantity every 100/[Repair Speed] seconds	0	item_replenish_quantity							
176	stack	1	Increased Stack Size	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #		0	item_extra_stack							
177	ac/time	1	+# Defense (Increases near [Day/Dusk/Night/Dawn])	18	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_armor_bytime							
178	ac%/time	1	+#% Enhanced Defense (Increases near [Day/Dusk/Night/Dawn])	18	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_armorpercent_bytime							
179	hp/time	1	+# to Life (Increases near [Day/Dusk/Night/Dawn])	18	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_hp_bytime							
180	mana/time	1	+# to Mana (Increases near [Day/Dusk/Night/Dawn])	18	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_mana_bytime							
181	dmg/time	1	+# to Maximum Damage (Increases near [Day/Dusk/Night/Dawn])	18	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_maxdamage_bytime							
182	dmg%/time	1	+#% Enhanced Maximum Damage (Increases near [Day/Dusk/Night/Dawn])	18	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_maxdamage_percent_bytime							
183	str/time	1	+# to Strength (Increases near [Day/Dusk/Night/Dawn])	18	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_strength_bytime							
184	dex/time	1	+# to Dexterity (Increases near [Day/Dusk/Night/Dawn])	18	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_dexterity_bytime							
185	enr/time	1	+# to Energy (Increases near [Day/Dusk/Night/Dawn])	18	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_energy_bytime							
186	vit/time	1	+# to Vitality (Increases near [Day/Dusk/Night/Dawn])	18	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_vitality_bytime							
187	att/time	1	+# to Attack Rating (Increases near [Day/Dusk/Night/Dawn])	18	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_tohit_bytime							
188	att%/time	1	#% Bonus to Attack Rating (Increases near [Day/Dusk/Night/Dawn])	18	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_tohitpercent_bytime							
189	dmg-cold/time	1	+# to Maximum Cold Damage (Increases near [Day/Dusk/Night/Dawn])	18	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_cold_damagemax_bytime							
190	dmg-fire/time	1	+# to Maximum Fire Damage (Increases near [Day/Dusk/Night/Dawn])	18	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_fire_damagemax_bytime							
191	dmg-ltng/time	1	+# to Maximum Lightning Damage (Increases near [Day/Dusk/Night/Dawn])	18	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_ltng_damagemax_bytime							
192	dmg-pois/time	1	+# to Maximum Poison Damage (Increases near [Day/Dusk/Night/Dawn])	18	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_pois_damagemax_bytime							
193	res-cold/time	1	Cold Resist +#% (Increases near [Day/Dusk/Night/Dawn])	18	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_resist_cold_bytime							
194	res-fire/time	1	Fire Resist +#% (Increases near [Day/Dusk/Night/Dawn])	18	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_resist_fire_bytime							
195	res-ltng/time	1	Lightning Resist +#% (Increases near [Day/Dusk/Night/Dawn])	18	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_resist_ltng_bytime							
196	res-pois/time	1	Poison Resist +#% (Increases near [Day/Dusk/Night/Dawn])	18	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_resist_pois_bytime							
197	abs-cold/time	1	Absorbs Cold Damage (Increases near [Day/Dusk/Night/Dawn])	18	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_absorb_cold_bytime							
198	abs-fire/time	1	Absorbs Fire Damage (Increases near [Day/Dusk/Night/Dawn])	18	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_absorb_fire_bytime							
199	abs-ltng/time	1	Absorbs Lightning Damage (Increases near [Day/Dusk/Night/Dawn])	18	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_absorb_ltng_bytime							
200	abs-pois/time	1	Absorbs Poison Damage (Increases near [Day/Dusk/Night/Dawn])	18	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_absorb_pois_bytime							
201	gold%/time	1	#% Extra Gold from Monsters (Increases near [Day/Dusk/Night/Dawn])	18	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_find_gold_bytime							
202	mag%/time	1	#% Better Chance of Getting Magic Items (Increases near [Day/Dusk/Night/Dawn])	18	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_find_magic_bytime							
203	regen-stam/time	1	Heal Stamina Plus #% (Increases near [Day/Dusk/Night/Dawn])	18	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_regenstamina_bytime							
204	stam/time	1	+# Maximum Stamina (Increases near [Day/Dusk/Night/Dawn])	18	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_stamina_bytime							
205	dmg-dem/time	1	+#% Damage to Demons (Increases near [Day/Dusk/Night/Dawn])	18	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_damage_demon_bytime							
206	dmg-und/time	1	+#% Damage to Undead (Increases near [Day/Dusk/Night/Dawn])	18	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_damage_undead_bytime							
207	att-dem/time	1	+# to Attack Rating against Demons (Increases near [Day/Dusk/Night/Dawn])	18	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_tohit_demon_bytime							
208	att-und/time	1	+# to Attack Rating against Undead (Increases near [Day/Dusk/Night/Dawn])	18	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_tohit_undead_bytime							
209	crush/time	1	#% Chance of Crushing Blow (Increases near [Day/Dusk/Night/Dawn])	18	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_crushingblow_bytime							
210	wounds/time	1	#% Chance of Open Wounds (Increases near [Day/Dusk/Night/Dawn])	18	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_openwounds_bytime							
211	kick/time	1	+# Kick Damage (Increases near [Day/Dusk/Night/Dawn])	18	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min #	Max #	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_kick_damage_bytime							
212	deadly/time	1	#% Deadly Strike (Increases near [Day/Dusk/Night/Dawn])	18	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Time Period for Max value	Min %	Max %	(0=Day, 1=Dusk, 2=Night, 3=Dawn) Min value starts at opposite Time Period (Linear Increase) Currently Not Being Used	0	item_deadlystrike_bytime							
213	pierce-fire	1	-#% to Enemy Fire Resistance	1	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_fire_pierce							
214	pierce-ltng	1	-#% to Enemy Lightning Resistance	1	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_ltng_pierce							
215	pierce-cold	1	-#% to Enemy Cold Resistance	1	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_cold_pierce							
216	pierce-pois	1	-#% to Enemy Poison Resistance	1	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_pois_pierce							
217	indestruct	1	Indestructible	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1		0								
218	charged	1	Level # [Skill] (#/# Charges)	19	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Skill	# of Max Charges	Skill Level		0	item_charged_skill							
219	extra-fire	1	+#% to Fire Skill Damage	1	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_fire_mastery							
220	extra-ltng	1	+#% to Lightning Skill Damage	1	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_ltng_mastery							
221	extra-cold	1	+#% to Cold Skill Damage	1	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_cold_mastery							
222	extra-pois	1	+#% to Poison Skill Damage	1	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_pois_mastery							
223	dmg-elem	1	Adds #-# Fire/Lightning/Cold Damage	15	48	0	0	16	49	0	0	15	50	0	0	16	51	0	0	15	54	0	0	16	55	0	0	17	56	0	0		Min #	Max #		0	firemindam	firemaxdam	lightmindam	lightmaxdam	coldmindam	coldmaxdam	coldlength	
224	dmg-elem-min	1	+# to Minimum Fire/Lightning/Cold Damage	1	48	0	0	3	50	0	0	3	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #	Currently Not Used	0	firemindam	lightmindam	coldmindam					
225	dmg-elem-max	1	+# to Maximum Fire/Lightning/Cold Damage	1	49	0	0	3	51	0	0	3	55	0	0	17	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #	Currently Not Used	0	firemaxdam	lightmaxdam	coldmaxdam	coldlength				
226	all-stats	1	+# to all Attributes	1	0	0	0	3	1	0	0	3	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #		0	strength	energy	dexterity	vitality				
227	addxp	1	+#% to Experience Gained	1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_addexperience							
228	heal-kill	1	+# Life after each Kill	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #		0	item_healafterkill							
229	cheap	1	Reduces all Vendor Prices #%	1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_reducedprices							
230	rip	1	Slain Monsters Rest in Peace	1	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1		0	item_restinpeace							
231	att-mon%	1	#% to Attack Rating versus [Monster Type]	24	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	monstats.txt MonType	Min #	Max #	Currently Not Used	0	attack_vs_montype							
232	dmg-mon%	1	#% to Damage versus [Monster Type]	24	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	monstats.txt MonType	Min #	Max #	Currently Not Used	0	damage_vs_montype							
233	kill-skill	1	#% Chance to cast level # [Skill] when you Kill an Enemy	11	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Skill	% Chance (If 0, then default to 5)	Skill Level		0	item_skillonkill							
234	death-skill	1	#% Chance to cast level # [Skill] when you Die	11	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Skill	% Chance (If 0, then default to 5)	Skill Level		0	item_skillondeath							
